charity_id,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
3978,73,279337,American Civil Rights Union,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10196,Alexandria,nan,138000,3.53,Chief Executive Officer,291850,0,3245028,1656938,Human and Civil Rights : Advocacy and Education ,189824,26.75,0,376498,VA,4002889
3979,86,3340617,American Film Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5472,Los Angeles,nan,567510,1.85,President & CEO,-262124,77.71,3839234,38502119,"Arts, Culture, Humanities : Museums ",-53515,81.38,0,23338898,CA,12508372
3980,96,216860,American Civil Liberties Union of Ohio Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17021,Cleveland,nan,116533,5.77,Executive Director,-313057,89.94,206785,7047381,Human and Civil Rights : Advocacy and Education ,414087,92.34,0,1595494,OH,1283056
3981,89,194542,American Civil Liberties Union of Montana Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13580,Missoula,nan,30929,3.94,Executive Director,69254,80.84,45438,680253,Human and Civil Rights : Advocacy and Education ,10936,84.37,0,544459,MT,842757
3982,81,312822,American Civil Liberties Union of New Jersey Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11704,Newark,nan,136574,8.34,Executive Director,-718910,82.16,235747,4304170,Human and Civil Rights : Advocacy and Education ,66983,81.57,0,1087775,NJ,850451
3983,93,1225796,American Civil Liberties Union Foundation of Northern California,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7423,San Francisco,nan,139518,1.66,Executive Director,4685684,80.07,1739229,28483215,Human and Civil Rights : Advocacy and Education ,946744,85.06,0,5397284,CA,11227619
3984,96,4010039,American Civil Liberties Union Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3247,New York,nan,,,"Executive Director, CEO",11005201,92.64,7293913,245648787,Human and Civil Rights : Advocacy and Education ,368142,94.07,0,72953690,NY,89472041
3985,96,299685,The American Chestnut Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7026,Asheville,nan,129501,4.38,"President, CEO",-224780,99.17,68801,4663291,Environment : Environmental Protection and Conservation ,330160,97.11,0,2584299,NC,2397845
3986,85,214874,American Cinematheque,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9257,Hollywood,nan,80332,2.76,CEO,269693,84.16,111513,3717161,"Arts, Culture, Humanities : Performing Arts ",641593,84.57,0,2579172,CA,1587138
3987,94,54499470,American Cancer Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6495,Atlanta,nan,485147,0.05,CEO,-88421566,60.12,337766890,1175383009,"Health : Diseases, Disorders, and Disciplines ,This rating represents consolidated financial data for these organizations:",43483365,71.48,0,534536606,GA,794826034
3988,96,800656,American Brain Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6182,Minneapolis,nan,239734,9.04,Executive Director,739693,68.65,543986,9222203,"Health : Diseases, Disorders, and Disciplines , ",427253,77.65,0,1306879,MN,2963961
3989,100,257394,American Brain Tumor Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7605,Chicago,nan,191008,3.66,Executive Director,209954,83.55,777776,3594027,"Health : Diseases, Disorders, and Disciplines ",510259,88.36,0,4180790,IL,4915655
3990,97,9144268,American Bible Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3242,Philadelphia,nan,395164,0.42,"President, CEO",-23708695,75.25,15904755,631469440,Religion : Religious Media and Broadcasting ,19667089,82.37,0,66890213,PA,48563452
3991,96,19091634,American Bar Association Fund for Justice and Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3241,Chicago,nan,,,Executive Director,-7014850,72.21,1206047,15431071,Human and Civil Rights : Advocacy and Education ,662194,80.14,0,52496016,IL,63367652
3992,92,1766054,American Ballet Theatre,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3335,New York,nan,219265,0.5,Chief Executive Officer,-3331555,82.28,3291065,28891872,"Arts, Culture, Humanities : Performing Arts ",1224149,86.25,0,38437646,NY,15679219
3993,86,11794966,American Association for the Advancement of Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3239,Washington,nan,493512,0.48,CEO,1863568,93.81,3218896,114652238,Research and Public Policy : Non-Medical Science & Technology Research ,4906735,89.17,0,86329951,DC,41323511
3994,96,2709794,"American Associates, Ben-Gurion University of the Negev",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8568,New York,nan,404682,0.82,Executive Vice President,206758679,93,6156261,421628042,"Education : Scholarship and Financial Support , ",9474778,94.29,0,40254676,NY,246404632
3995,96,1367408,American Bird Conservancy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5439,The Plains,nan,209748,1.61,President,1393,88.41,523583,5869745,Animals : Wildlife Conservation ,132542,91.33,0,11092871,VA,12755693
3996,97,287974,American Anti-Vivisection Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6598,Jenkintown,nan,45672,2.35,"President, CEO",645655,86.04,226879,22744906,"Animals : Animal Rights, Welfare, and Services ",1251797,89.9,0,1425844,PA,1250980
3997,96,163914,American Alpine Club,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12372,Golden,nan,159675,4.88,Executive Director,-458157,73.56,894618,7791473,"Environment : Botanical Gardens, Parks, and Nature Centers ",356455,81.09,0,2210745,CO,877087
3998,89,540281,American Academy of Family Physicians Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10069,Leawood,nan,,,Executive Director,-503420,76.45,942717,16359212,Health : Treatment and Prevention Services ,1579892,81.62,0,3058758,KS,2458444
3999,96,100636,American Action Fund for Blind Children and Adults,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6217,Baltimore,nan,131721,3.51,Executive Director,104084,74.46,1409945,27731363,Human Services : Social Services ,-286788,81.72,0,2236033,MD,4137486
4000,89,1531025,American Academy in Rome,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3238,New York,nan,408265,3.25,President,-1341457,76.91,1790923,116808412,"International : International Peace, Security, and Affairs ",5122516,81.91,0,9230031,NY,3923337
4001,96,1273158,American Academy of Arts and Sciences,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9323,Cambridge,nan,494944,4.4,President,-1963055,86.56,1548457,72588023,Research and Public Policy : Social and Public Policy Research ,949166,90.08,0,8402376,MA,7538975
4002,89,193870,America-Israel Friendship League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5137,New York,nan,122424,7.59,Executive Director,-113126,78.23,172269,389499,"International : International Peace, Security, and Affairs ",-157750,82.75,0,1245071,NY,1090202
4003,89,1211542,American Academy in Berlin,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3237,New York,nan,193450,3.2,Executive Director,8938964,84.98,586307,52145618,"International : International Peace, Security, and Affairs ",907564,86.83,0,4229964,NY,14059213
4004,100,235907,America's Second Harvest of the Big Bend,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8997,Tallahassee,nan,17040,0.15,Interim Chief Executive Officer,439233,86.83,171193,1566717,"Human Services : Food Banks, Food Pantries, and Food Distribution ",-14643,90.68,0,10716988,FL,11452955
4005,62,33174,America's Packard Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15254,Dayton,nan,,,nan,298212,80.69,12241,30911748,"Arts, Culture, Humanities : Museums ",33000,69.85,0,178046,OH,404697
4006,89,1843470,America's Promise Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6268,Washington,nan,279768,2.36,"President, CEO",-5235051,78.8,368927,8702376,"Human Services : Youth Development, Shelter, and Crisis Services ",39508,83.11,0,9641032,DC,6464370
4007,100,952307,America's Car Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9127,Tacoma,nan,247611,3.45,CEO,-1661422,89.28,983132,46619912,"Arts, Culture, Humanities : Museums ",488803,92.41,0,5234069,WA,2635736
4008,97,698069,Amazon Conservation Team,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9952,Arlington,nan,161900,3.45,President,4331347,98.62,277439,6707894,Environment : Environmental Protection and Conservation ,39139,97.66,0,3715460,VA,8983176
4009,81,206653,Ambassadors for Christ International Ltd.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14117,Lilburn,nan,62400,3.44,Chairman,12073,82.34,158880,1037792,"Religion : Religious Activities , ",4713,81.65,0,1444150,GA,1817043
4010,55,114032,Ambassadors for Christ International - USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5521,Marietta,nan,63720,7.21,Director,38067,84.85,33752,442463,Religion : Religious Activities ,715,66.42,0,735498,GA,920634
4011,93,293021,Amazon Conservation Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7141,Washington,nan,93730,2.07,Executive Director,-974264,97.5,50718,2643305,Environment : Environmental Protection and Conservation ,11725,94.74,0,4164858,DC,3008096
4012,92,151531,Amazon Watch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10643,Oakland,nan,91000,5.87,Executive Director,-259109,75.16,158645,17099,Environment : Environmental Protection and Conservation ,14959,81.54,0,1239089,CA,1275197
4013,96,503936,Amazing Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13890,Houston,nan,93500,3.77,Executive Director,89618,80.92,335380,6729466,Human Services : Social Services ,14252,86.21,0,1639567,TX,1514291
4014,89,195070,The Amarillo Symphony,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15055,Amarillo,nan,80500,5.14,Executive Director,-179584,93.14,159491,4938590,"Arts, Culture, Humanities : Performing Arts ",128085,90.83,0,1209785,TX,755743
4015,70,172204,Amazing Discoveries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15677,Blaine,nan,,,nan,687911,100,39744,3588031,Religion : Religious Media and Broadcasting ,52853,78.78,0,1862370,WA,2709376
4016,93,293224,America-Israel Cultural Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8184,New York,nan,155068,9.36,Executive Director,-274022,87.38,160210,6194971,"Arts, Culture, Humanities : Performing Arts ",163386,89.79,0,1202227,NY,1218253
4017,81,689832,Amarillo Children's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15400,Amarillo,nan,134836,4.97,President,1193141,79.38,231073,15351897,"Human Services : Youth Development, Shelter, and Crisis Services ",324124,80.17,0,1787776,TX,2809269
4018,96,170661,Amara,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15161,Seattle,nan,72206,2.1,Executive Director,4027360,89.54,405579,7578003,Human Services : Children's and Family Services ,-87940,92.08,0,2848616,WA,6720317
4019,92,623676,America's Keswick,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11039,Whiting,nan,131626,3.04,"President, CEO",-116357,87.25,237218,4561505,Religion : Religious Activities ,191052,89.35,0,3455189,NJ,2097936
4020,82,651795,Alzheimer's Services of the East Bay,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9120,Berkeley,nan,132194,5.01,Executive Director,-736741,69.15,153919,1281765,"Health : Diseases, Disorders, and Disciplines ",-4473,74.74,0,1829828,CA,633451
4021,100,326056,Alzheimer's Family Services Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13367,Huntington Beach,nan,138900,3.31,Chief Executive Officer,265463,92.5,297647,2342441,Human Services : Social Services ,32296,94.69,0,3560313,CA,2464860
4022,82,327865,Amazima Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17216,Franklin,nan,84809,3.1,Executive Director,2278465,98.31,273252,16897450,International : Development and Relief Services ,211200,87.21,0,2132033,TN,4800415
4023,96,22865801,Alzheimer's Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12848,Chicago,nan,835099,0.28,"President, CEO",14993297,81.23,55584554,264812907,"Health : Diseases, Disorders, and Disciplines ,This rating represents consolidated financial data for these organizations:",10446757,86.42,263907,215057549,IL,287754608
4024,89,4345333,Alvin Ailey Dance Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8185,New York,nan,376458,0.95,Executive Director,-69188,93.41,2365126,170006048,"Arts, Culture, Humanities : Performing Arts ",1676191,90.93,0,32752747,NY,13680636
4025,96,952131,Alzheimer's Foundation of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10791,New York,nan,314904,5.13,President & CEO,3018779,94.89,442705,11379972,"Health : Diseases, Disorders, and Disciplines ",47047,95.41,0,4732130,NY,8965258
4026,82,148498,Alternatives Pregnancy Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13441,Denver,nan,60162,3.99,Executive Director,-171145,89.75,137165,450231,Health : Treatment and Prevention Services ,-52553,85.35,0,1219798,CO,1385189
4027,89,1201772,Alumni Association of Kansas State University,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13476,Manhattan,nan,270676,6.7,"President, CEO",730718,78.76,162392,16633330,Education : Scholarship and Financial Support ,1222334,83.08,0,2670060,KS,2548188
4028,96,2035847,The Alumni Association of the University of Virginia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5483,Charlottesville,nan,373554,0.76,"President, CEO",2075201,91.79,1018543,220971463,"Education : Scholarship and Financial Support , ",922570,93.54,0,45922139,VA,44091896
4029,85,102592,Alternatives Incorporated of Madison County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13584,Anderson,nan,63000,4.69,Chief Executive Officer,-67506,92.5,26610,3217682,Human Services : Social Services ,255,88.14,0,1211454,IN,1255525
4030,94,75454,Alternatives in Action,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16571,Oakland,nan,105000,2.69,Executive Director,1001041,87.2,204560,599710,Education : Youth Education Programs and Services ,13252,90,0,3619391,CA,4808496
4031,92,394028,Alternatives,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15274,Chicago,nan,81116,2.54,Executive Director,439330,85.52,220137,1229217,"Human Services : Youth Development, Shelter, and Crisis Services ",33464,88.3,0,2573551,IL,3588327
4032,100,124464846,ALSAC - St. Jude Children's Research Hospital,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12847,Memphis,nan,646921,0.05,CEO of ALSAC,292204055,84.16,180954270,3755243971,"Health : Treatment and Prevention Services , ,This rating represents consolidated financial data for these organizations:",168087142,88.79,0,789952881,TN,1113912280
4033,100,658737,ALS Therapy Development Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11766,Cambridge,nan,349558,3.1,"Chief Executive Officer, CSO",565485,88.85,910389,5994929,"Health : Diseases, Disorders, and Disciplines ",571064,92.11,0,9699209,MA,10283977
4034,100,86013,"The ALS Association, St. Louis Chapter",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12274,St. Louis,nan,72827,4.66,"President, CEO",334971,92.97,224044,2130271,"Health : Diseases, Disorders, and Disciplines ",-7983,95.02,245921,1250255,MO,1900579
4035,100,359834,"The ALS Association, Greater Philadelphia Chapter",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6825,Ambler,nan,171959,3.03,Executive Director,154189,78.3,896615,4613540,"Health : Diseases, Disorders, and Disciplines ",4310,84.65,244100,4418008,PA,5824336
4036,96,347167,ALS Association Minnesota/North Dakota/South Dakota Chapter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9517,Minneapolis,nan,127781,3.3,Executive Director,101718,86.42,553003,2999686,"Health : Diseases, Disorders, and Disciplines ",226741,89.98,216438,2970994,MN,3746141
4037,100,421034,The ALS Association Greater New York Chapter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11405,New York,nan,281686,5.48,"President, CEO",13462,96.7,538943,8456303,"Health : Diseases, Disorders, and Disciplines ",-1053362,97.66,350240,4172141,NY,6198942
4038,89,85332,The ALS Association Western Pennsylvania Chapter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16401,Pittsburgh,nan,93934,8.61,Executive Director,100201,100,72351,1055355,"Health : Diseases, Disorders, and Disciplines ",-59115,92.22,0,932386,PA,1249385
4039,96,93894,The ALS Association Georgia Chapter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9610,Atlanta,nan,100522,9.04,Executive Director,349779,95.61,140747,1432265,"Health : Diseases, Disorders, and Disciplines ",-69747,95.8,0,876200,GA,1530367
4040,96,303520,The ALS Association Golden West Chapter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11938,Agoura Hills,nan,289208,6.46,"President, CEO",-188771,90.81,554756,5223643,"Health : Diseases, Disorders, and Disciplines ",-1500,92.91,0,3613667,CA,4284672
4041,92,212339,The ALS Association - DC/MD/VA Chapter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12537,Rockville,nan,142496,5.36,Executive Director,-260840,79.54,362248,1540329,"Health : Diseases, Disorders, and Disciplines ",2580,84.46,325820,2079307,MD,2390474
4042,97,1780018,"The ALS Association, National Office",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3296,Washington,nan,307024,0.87,President And CEO,-4095663,96.04,4873674,104468596,"Health : Diseases, Disorders, and Disciplines ",3370718,96.48,0,28321038,DC,27407957
4043,92,840838,Alpha-1 Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9287,Coral Gables,nan,,,"President, CEO",495854,99.22,781427,22903609,"Health : Diseases, Disorders, and Disciplines ",832122,94.31,0,7879802,FL,8680731
4044,88,124507,Alpha USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14086,Naperville,nan,160000,1.57,Executive Director,-379441,85,744107,261847,Religion : Religious Activities ,516432,86.41,4247825,9315771,IL,9244485
4045,100,114389,Alpha House of Tampa,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8023,Tampa,nan,106159,6.31,Executive Director,-43004,87.32,142668,2663321,Human Services : Children's and Family Services ,86,91.03,0,1424661,FL,1638628
4046,85,130929,Aloha Council Boy Scouts of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15172,Honolulu,nan,187389,6.2,"Scout Executive, Chief Executive Officer",-244212,93.29,209769,8587485,"Human Services : Youth Development, Shelter, and Crisis Services ",593169,88.38,46251,2679813,HI,1039541
4047,100,2033232,Aloha United Way,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5895,Honolulu,nan,193698,0.91,President/CEO,-3234052,87.86,2078141,17877384,"Community Development : United Ways , ",1231437,91.41,122875,17119282,HI,16765166
4048,78,90501,Almost Heaven Habitat for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14893,Lewisburg,nan,53188,5.85,Executive Director,-283681,77.5,37391,969504,Community Development : Housing and Neighborhood Development ,60526,77.74,0,780235,WV,368461
4049,96,125371,The ALS Association Florida Chapter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11739,Tampa,nan,105011,3.72,"President, CEO",-331161,90,259135,1463883,"Health : Diseases, Disorders, and Disciplines ",-27762,92.38,0,2435839,FL,2516946
4050,100,249414,Allied Arts Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14039,Oklahoma City,nan,126304,3.63,President/CEO,27667,80.58,536787,3911236,"Arts, Culture, Humanities : Performing Arts , ",219074,86.26,0,2685005,OK,3279799
4051,96,1607383,Alliance to Save Energy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3233,Washington,nan,211035,4.16,President,122238,61.11,116683,-909901,Environment : Environmental Protection and Conservation ,354749,72.35,0,3346089,DC,3764644
4052,93,141802,Alliance of Resident Theatres/New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9362,New York,nan,189528,5.02,Executive Director,4875927,89.91,547469,16178668,"Arts, Culture, Humanities : Performing Arts ",8055,91.31,0,3084752,NY,7042598
4053,97,353645,Alliance For The Great Lakes,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11613,Chicago,nan,141156,4.31,"President, CEO",984323,98.94,243808,4410938,Environment : Environmental Protection and Conservation ,41470,97.75,0,2673117,IL,3940923
4054,86,101217,Alliance of Confessing Evangelicals,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3232,Lancaster,nan,99400,6.97,Executive Vice President,-223128,82.01,112865,1371134,Religion : Religious Media and Broadcasting ,118455,83.88,0,1211817,PA,950813
4055,62,117164,Alliance Medical Ministry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15839,Raleigh,nan,104971,6.94,Executive Director,-23434,86.64,154547,3695887,Health : Treatment and Prevention Services ,60207,71.51,0,1240569,NC,904338
4056,89,131919,Alliance for Sustainable Colorado,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13707,Denver,nan,78750,7.2,Interim Executive Director,-342684,71.84,293927,8510721,Environment : Environmental Protection and Conservation ,198258,78.62,0,667350,CO,552254
4057,92,307905,Alliance for Climate Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16415,Boulder,nan,96574,4.65,Executive Director,397442,70.62,294912,806530,Environment : Environmental Protection and Conservation ,633,78.46,0,1471655,CO,2448911
4058,100,662231,Alliance for Children's Rights,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6569,Los Angeles,nan,261212,4.69,"President, CEO",120342,95.06,505090,11089189,Human Services : Children's and Family Services ,143760,96.5,0,4395434,CA,5539337
4059,92,757991,Alliance for Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3231,Seattle,nan,165900,3.72,"President, CEO",-130830,90.09,387838,11180187,Education : Scholarship and Financial Support ,317244,90.99,0,3312439,WA,3513904
4060,89,364045,Alliance For Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15930,Fort Worth,nan,113446,3.59,Executive Director,-117073,91.71,480211,4937595,Human Services : Children's and Family Services ,486507,90.26,0,2309888,TX,2550564
4061,92,505155,Alliance for Justice,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7083,Washington,nan,225327,5.21,President,3008503,89.49,241048,7280431,Human and Civil Rights : Advocacy and Education ,32152,90.66,0,3570694,DC,7072413
4062,100,4399287,Alliance Defending Freedom,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5495,Scottsdale,nan,389598,0.67,"President, CEO",-6108714,87.82,8116898,28156823,Human and Civil Rights : Advocacy and Education ,1529781,91.38,0,45130220,AZ,50007910
4063,70,110577,Alley Cat Rescue,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10853,Mt. Rainier,nan,76367,4.36,President,-151742,67.67,425479,608535,"Animals : Animal Rights, Welfare, and Services ",85109,68.81,0,1214854,MD,1512169
4064,96,542209,Alley Cat Allies,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5453,Bethesda,nan,178708,1.91,President,-103372,92.5,683341,5939093,"Animals : Animal Rights, Welfare, and Services ",-24175,93.98,0,8119222,MD,9265575
4065,89,447354,Allentown Symphony Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17311,Allentown,nan,134025,3.8,Executive Director,-450206,92.89,270155,12025032,"Arts, Culture, Humanities : Performing Arts ",446635,90.73,0,2802057,PA,2009427
4066,97,249673,Alliance for Children Everywhere,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11514,Seattle,nan,82287,6.11,Executive Director,-497119,80.12,150174,822820,International : Development and Relief Services ,517,85.78,0,945005,WA,847216
4067,89,288833,Alliance for California Traditional Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15541,Fresno,nan,120519,8.34,Executive Director,57009,87.24,76706,1057462,"Arts, Culture, Humanities : Performing Arts ",1877,88.08,0,1079119,CA,1348004
4068,100,420206,Allentown Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9418,Allentown,nan,109141,3.59,CEO,212792,65.67,868121,5492386,Human Services : Homeless Services ,-7207,75.72,0,1750492,PA,2711057
4069,96,987090,All Stars Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6739,New York,nan,391927,3.94,President & CEO,-135357,78.08,1559684,7219153,"Human Services : Youth Development, Shelter, and Crisis Services ",-232384,84.24,0,7382719,NY,9942004
4070,89,188250,All Stars Helping Kids,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8712,Santa Clara,nan,72095,4.73,Executive Director,351071,92.74,127678,3208819,"Education : Scholarship and Financial Support , ",710600,90.68,0,1207964,CA,1164363
4071,93,150944,Allen County SPCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17033,Fort Wayne,nan,66527,5.81,Executive Director,-146496,96.01,118439,2182799,"Animals : Animal Rights, Welfare, and Services ",31095,94.3,0,874000,IN,756512
4072,92,287835,All Our Kin,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14495,New Haven,nan,,,nan,30967,91.81,65333,805346,Human Services : Children's and Family Services ,1092,91.9,0,1775044,CT,2150471
4073,96,3126627,Alley Theatre,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7881,Houston,nan,382689,1.89,Managing Director,-958999,89.64,1642892,75951760,"Arts, Culture, Humanities : Performing Arts ",1278130,92.14,0,15410409,TX,9084809
4074,93,77853,Allegan County United Way,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15761,Allegan,nan,71050,7.05,Executive Director,-39316,85.84,41484,1051879,"Community Development : United Ways , ",10831,88.83,9293,887824,MI,899533
4075,89,413726,Allergy & Asthma Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10400,Vienna,nan,219046,7.47,President,-420134,72.08,62896,-340483,"Health : Diseases, Disorders, and Disciplines ",1139,78.78,0,2454107,VA,2168928
4076,63,229064,All India Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13763,Lenexa,nan,106351,4.92,President,1173586,99.2,158491,7138523,Religion : Religious Activities ,23074,73.83,0,1769813,KS,3307880
4077,85,285755,All Hands Raised,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7420,Portland,nan,149336,2.79,Chief Executive Officer,219361,80,462089,1925125,"Education : Scholarship and Financial Support , ",80259,82.32,0,4586827,OR,5473773
4078,96,149077,Allen Community Outreach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10827,Allen,nan,18754,0.85,Chief Executive Officer,99539,94.94,179367,2134493,Human Services : Social Services ,132077,95.43,0,1862621,TX,2158527
4079,100,163955,All Hands and Hearts Smart Response,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13109,Mattapoisett,nan,111538,2.26,Executive Director,-8405,95,115058,2024567,Human Services : Multipurpose Human Service Organizations ,32579,96.46,0,4635726,MA,4873755
4080,100,130116,All God's Children International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11551,Vancouver,nan,118500,3,Executive Director,230311,83.81,344362,864574,International : Development and Relief Services ,-31780,88.55,0,3470432,WA,1423211
4081,96,378201,Alliance for Aging Research,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8961,Washington,nan,157902,6.81,Chief Executive Officer,-809824,85.48,152725,2869530,Research and Public Policy : Social and Public Policy Research ,8700,89.35,0,1785195,DC,1497136
4082,88,220252,Allentown Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11118,Allentown,nan,173604,5.91,"President,  CEO",-276137,87.13,288659,26827362,"Arts, Culture, Humanities : Museums ",1182801,87.55,0,2424488,PA,1441066
4083,93,339046,All Faiths Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11632,Sarasota,nan,121557,0.76,CEO,2020794,94.97,915184,10474002,"Human Services : Food Banks, Food Pantries, and Food Distribution ",123146,93.9,0,14619045,FL,17443883
